Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
9.89,0.972222,0.990090
9.90,0.972222,0.991939
9.91,0.972222,0.992565
9.92,0.972222,0.991648
9.93,0.972222,0.991222
9.94,0.972222,0.990356
9.95,0.972222,0.990361
9.96,0.972222,0.989431
9.97,0.972222,0.988511
9.98,0.972222,0.987753
9.99,0.972222,0.988349
10.00,0.972222,0.989610
10.01,0.972167,0.988607
10.02,0.972111,0.986873
10.03,0.972056,0.986355
10.04,0.972000,0.986981
10.05,0.971944,0.986685
10.06,0.971889,0.984914
10.07,0.971833,0.984859
10.08,0.971778,0.984849
10.09,0.971722,0.983893
10.10,0.971667,0.984161
10.11,0.971611,0.983500
10.12,0.971556,0.984102
10.13,0.971500,0.982200
10.14,0.971444,0.982975
10.15,0.971389,0.982886
10.16,0.971333,0.983499
10.17,0.971278,0.981999
10.18,0.971222,0.980350
10.19,0.971167,0.980507
10.20,0.971111,0.980232
10.21,0.971056,0.981227
10.22,0.971000,0.981011
10.23,0.970944,0.980041
10.24,0.970889,0.981292
10.25,0.970833,0.981206
10.26,0.970778,0.980484
10.27,0.970722,0.981826
10.28,0.970667,0.983135
10.29,0.970611,0.983079
10.30,0.970556,0.981648
10.31,0.970500,0.980732
10.32,0.970444,0.980540
10.33,0.970389,0.981084
10.34,0.970333,0.982154
10.35,0.970278,0.981133
10.36,0.970222,0.981597
10.37,0.970167,0.981856
10.38,0.970111,0.981319
10.39,0.970056,0.982550
10.40,0.970000,0.982639
10.41,0.969944,0.982907
10.42,0.969889,0.982313
10.43,0.969833,0.983678
10.44,0.969778,0.985011
10.45,0.969722,0.986636
10.46,0.969667,0.987148
10.47,0.969611,0.988054
10.48,0.969556,0.988910
10.49,0.969500,0.986572
10.50,0.969444,0.987698
10.51,0.969389,0.988319
10.52,0.969333,0.989691
10.53,0.969278,0.990014
10.54,0.969222,0.988312
10.55,0.969167,0.988575
10.56,0.969111,0.987448
10.57,0.969056,0.987488
10.58,0.969000,0.989131
10.59,0.968944,0.989268
10.60,0.968889,0.988530
10.61,0.968833,0.988154
10.62,0.968778,0.985810
10.63,0.968722,0.984294
10.64,0.968667,0.984926
10.65,0.968611,0.985432
10.66,0.968556,0.983196
10.67,0.968500,0.983200
10.68,0.968444,0.982983
10.69,0.968389,0.981309
10.70,0.968333,0.982594
10.71,0.968278,0.983629
10.72,0.968222,0.982979
10.73,0.968167,0.982472
10.74,0.968111,0.983796
10.75,0.968056,0.983594
10.76,0.968000,0.983414
10.77,0.967944,0.983554
10.78,0.967889,0.983211
10.79,0.967833,0.983807
10.80,0.967778,0.983893
10.81,0.967722,0.981775
10.82,0.967667,0.982166
10.83,0.967611,0.980300
10.84,0.967556,0.980150
10.85,0.967500,0.980168
10.86,0.967444,0.980651
10.87,0.967389,0.979568
10.88,0.967333,0.979277
10.89,0.967278,0.979014
10.90,0.967222,0.978577
10.91,0.967167,0.979414
10.92,0.967111,0.979140
10.93,0.967056,0.979090
10.94,0.967000,0.978208
10.95,0.966944,0.979644
10.96,0.966889,0.979909
10.97,0.966833,0.980197
10.98,0.966778,0.979298
10.99,0.966722,0.979965
11.00,0.966667,0.980870
11.01,0.966611,0.981376
11.02,0.966556,0.981054
11.03,0.966500,0.980490
11.04,0.966444,0.980182
11.05,0.966389,0.980076
11.06,0.966333,0.979419
11.07,0.966278,0.979413
11.08,0.966222,0.979532
11.09,0.966167,0.978923
11.10,0.966111,0.980617
11.11,0.966056,0.979729
11.12,0.966000,0.980022
11.13,0.965944,0.978456
11.14,0.965889,0.978405
11.15,0.965833,0.980610
11.16,0.965778,0.982119
11.17,0.965722,0.981934
11.18,0.965667,0.981473
11.19,0.965611,0.981668
11.20,0.965556,0.981330
11.21,0.965500,0.980517
11.22,0.965444,0.981531
11.23,0.965389,0.980788
11.24,0.965333,0.979749
11.25,0.965278,0.978876
11.26,0.965222,0.978309
11.27,0.965167,0.978839
11.28,0.965111,0.978170
11.29,0.965056,0.977735
11.30,0.965000,0.976767
11.31,0.964944,0.977362
11.32,0.964889,0.977876
11.33,0.964833,0.977769
11.34,0.964778,0.976566
11.35,0.964722,0.978162
11.36,0.964667,0.978049
11.37,0.964611,0.978711
11.38,0.964556,0.978468
11.39,0.964500,0.978589
11.40,0.964444,0.978371
11.41,0.964389,0.977511
11.42,0.964333,0.976118
11.43,0.964278,0.977105
11.44,0.964222,0.978446
11.45,0.964167,0.978102
11.46,0.964111,0.977908
11.47,0.964056,0.976816
11.48,0.964000,0.978680
11.49,0.963944,0.978328
11.50,0.963889,0.979350
11.51,0.963833,0.978265
11.52,0.963778,0.977864
11.53,0.963722,0.977595
11.54,0.963667,0.978161
11.55,0.963611,0.978142
11.56,0.963556,0.978235
11.57,0.963500,0.979782
11.58,0.963444,0.979986
11.59,0.963389,0.980366
11.60,0.963333,0.980200
11.61,0.963278,0.978277
11.62,0.963222,0.977051
11.63,0.963167,0.977985
11.64,0.963111,0.977890
11.65,0.963056,0.976975
11.66,0.963000,0.977437
11.67,0.962944,0.979162
11.68,0.962889,0.978660
11.69,0.962833,0.978684
11.70,0.962778,0.978576
11.71,0.962722,0.977703
11.72,0.962667,0.978348
11.73,0.962611,0.978298
11.74,0.962556,0.980128
11.75,0.962500,0.978998
11.76,0.962444,0.980211
11.77,0.962389,0.980143
11.78,0.962333,0.979269
11.79,0.962278,0.979280
11.80,0.962222,0.977586
11.81,0.962167,0.978739
11.82,0.962111,0.979105
11.83,0.962056,0.979764
11.84,0.962000,0.980014
11.85,0.961944,0.978252
11.86,0.961889,0.978250
11.87,0.961833,0.978967
11.88,0.961778,0.978226
11.89,0.961722,0.979565
11.90,0.961667,0.980944
11.91,0.961611,0.983066
11.92,0.961556,0.982393
11.93,0.961500,0.980506
11.94,0.961444,0.980070
11.95,0.961389,0.977796
11.96,0.961333,0.976760
11.97,0.961278,0.976084
11.98,0.961222,0.977503
11.99,0.961167,0.978229
12.00,0.961111,0.977915
12.01,0.961056,0.979376
12.02,0.961000,0.980739
12.03,0.960944,0.980102
12.04,0.960889,0.980123
12.05,0.960833,0.980772
12.06,0.960778,0.980244
12.07,0.960722,0.980373
12.08,0.960667,0.979925
12.09,0.960611,0.980276
12.10,0.960556,0.978072
12.11,0.960500,0.977702
12.12,0.960444,0.978649
12.13,0.960389,0.980251
12.14,0.960333,0.980761
12.15,0.960278,0.978897
12.16,0.960222,0.978731
12.17,0.960167,0.980252
12.18,0.960111,0.980741
12.19,0.960056,0.981551
12.20,0.960000,0.982050
12.21,0.959944,0.981270
12.22,0.959889,0.982273
12.23,0.959833,0.983346
12.24,0.959778,0.984082
12.25,0.959722,0.982890
12.26,0.959667,0.982236
12.27,0.959611,0.981865
12.28,0.959556,0.983085
12.29,0.959500,0.983100
12.30,0.959444,0.982023
12.31,0.959389,0.980698
12.32,0.959333,0.980677
12.33,0.959278,0.982108
12.34,0.959222,0.982350
12.35,0.959167,0.980456
12.36,0.959111,0.980352
12.37,0.959056,0.979290
12.38,0.959000,0.979169
12.39,0.958944,0.980903
12.40,0.958889,0.979662
12.41,0.958833,0.980770
12.42,0.958778,0.980489
12.43,0.958722,0.979894
12.44,0.958667,0.979166
12.45,0.958611,0.978977
12.46,0.958556,0.978533
12.47,0.958500,0.977697
12.48,0.958444,0.977782
12.49,0.958389,0.979597
12.50,0.958333,0.980145
12.51,0.958278,0.978776
12.52,0.958222,0.980554
12.53,0.958167,0.982459
12.54,0.958111,0.983233
12.55,0.958056,0.983999
12.56,0.958000,0.981725
12.57,0.957944,0.982591
12.58,0.957889,0.982019
12.59,0.957833,0.981878
12.60,0.957778,0.981996
12.61,0.957722,0.982748
12.62,0.957667,0.984238
12.63,0.957611,0.983673
12.64,0.957556,0.983542
12.65,0.957500,0.983236
12.66,0.957444,0.982243
12.67,0.957389,0.981984
12.68,0.957333,0.981292
12.69,0.957278,0.981355
12.70,0.957222,0.979218
12.71,0.957167,0.977449
12.72,0.957111,0.979091
12.73,0.957056,0.979642
12.74,0.957000,0.979837
12.75,0.956944,0.980382
12.76,0.956889,0.978475
12.77,0.956833,0.977807
12.78,0.956778,0.978607
12.79,0.956722,0.977416
12.80,0.956667,0.977462
12.81,0.956611,0.976832
12.82,0.956556,0.975123
12.83,0.956500,0.973344
12.84,0.956444,0.973076
12.85,0.956389,0.972137
12.86,0.956333,0.974697
12.87,0.956278,0.975001
12.88,0.956222,0.975886
12.89,0.956167,0.976999
12.90,0.956111,0.977304
12.91,0.956056,0.978223
12.92,0.956000,0.975361
12.93,0.955944,0.975210
12.94,0.955889,0.973082
12.95,0.955833,0.974672
12.96,0.955778,0.974617
12.97,0.955722,0.974917
12.98,0.955667,0.973496
12.99,0.955611,0.972980
13.00,0.955556,0.974338
13.01,0.955500,0.974288
13.02,0.955444,0.972929
13.03,0.955389,0.971666
13.04,0.955333,0.972775
13.05,0.955278,0.972583
13.06,0.955222,0.970724
13.07,0.955167,0.972857
13.08,0.955111,0.972757
13.09,0.955056,0.971941
13.10,0.955000,0.972089
13.11,0.954944,0.971782
13.12,0.954889,0.971539
13.13,0.954833,0.973010
13.14,0.954778,0.970950
13.15,0.954722,0.970804
13.16,0.954667,0.969305
13.17,0.954611,0.967673
13.18,0.954556,0.968014
13.19,0.954500,0.966424
13.20,0.954444,0.967319
13.21,0.954389,0.966486
13.22,0.954333,0.967115
13.23,0.954278,0.965402
13.24,0.954222,0.965492
13.25,0.954167,0.966065
13.26,0.954111,0.966907
13.27,0.954056,0.967166
13.28,0.954000,0.966632
13.29,0.953944,0.966741
13.30,0.953889,0.964288
13.31,0.953833,0.964110
13.32,0.953778,0.963299
13.33,0.953722,0.962398
13.34,0.953667,0.964168
13.35,0.953611,0.963874
13.36,0.953556,0.964529
13.37,0.953500,0.964596
13.38,0.953444,0.965212
13.39,0.953389,0.966311
13.40,0.953333,0.966287
13.41,0.953278,0.964454
13.42,0.953222,0.966574
13.43,0.953167,0.967135
13.44,0.953111,0.964978
13.45,0.953056,0.966726
13.46,0.953000,0.965584
13.47,0.952944,0.963528
13.48,0.952889,0.961464
13.49,0.952833,0.963658
13.50,0.952778,0.963384
13.51,0.952722,0.961409
13.52,0.952667,0.961062
13.53,0.952611,0.961774
13.54,0.952556,0.961484
13.55,0.952500,0.960797
13.56,0.952444,0.961605
13.57,0.952389,0.962747
13.58,0.952333,0.960235
13.59,0.952278,0.958592
13.60,0.952222,0.957428
13.61,0.952167,0.955528
13.62,0.952111,0.955304
13.63,0.952056,0.954954
13.64,0.952000,0.955768
13.65,0.951944,0.955792
13.66,0.951889,0.955154
13.67,0.951833,0.955782
13.68,0.951778,0.955737
13.69,0.951722,0.957396
13.70,0.951667,0.955730
13.71,0.951611,0.956224
13.72,0.951556,0.953749
13.73,0.951500,0.954043
13.74,0.951444,0.954272
13.75,0.951389,0.952063
13.76,0.951333,0.951779
13.77,0.951278,0.950256
13.78,0.951222,0.951758
13.79,0.951167,0.952741
13.80,0.951111,0.950348
13.81,0.951056,0.950837
13.82,0.951000,0.952907
13.83,0.950944,0.952193
13.84,0.950889,0.952693
13.85,0.950833,0.953216
13.86,0.950778,0.953286
13.87,0.950722,0.953039
13.88,0.950667,0.952119
13.89,0.950611,0.950061
13.90,0.950556,0.951444
13.91,0.950500,0.952880
13.92,0.950444,0.952502
13.93,0.950389,0.951807
13.94,0.950333,0.951760
13.95,0.950278,0.952489
13.96,0.950222,0.951535
13.97,0.950167,0.949759
13.98,0.950111,0.950767
13.99,0.950056,0.951569
14.00,0.950000,0.950299
14.01,0.949944,0.948754
14.02,0.949889,0.950547
14.03,0.949833,0.951933
14.04,0.949778,0.951982
14.05,0.949722,0.952125
14.06,0.949667,0.952268
14.07,0.949611,0.952665
14.08,0.949556,0.952509
14.09,0.949500,0.953942
14.10,0.949444,0.954412
14.11,0.949389,0.953025
14.12,0.949333,0.953022
14.13,0.949278,0.954285
14.14,0.949222,0.954884
14.15,0.949167,0.954597
14.16,0.949111,0.952908
14.17,0.949056,0.953034
14.18,0.949000,0.955412
14.19,0.948944,0.953184
14.20,0.948889,0.951828
14.21,0.948833,0.951305
14.22,0.948778,0.950103
14.23,0.948722,0.949111
14.24,0.948667,0.949341
14.25,0.948611,0.950091
14.26,0.948556,0.948766
14.27,0.948500,0.948437
14.28,0.948444,0.946566
14.29,0.948389,0.945077
14.30,0.948333,0.947202
14.31,0.948278,0.947815
14.32,0.948222,0.949778
14.33,0.948167,0.951056
14.34,0.948111,0.948116
14.35,0.948056,0.946502
14.36,0.948000,0.948349
14.37,0.947944,0.949015
14.38,0.947889,0.950667
14.39,0.947833,0.952532
14.40,0.947778,0.951751
14.41,0.947722,0.952509
14.42,0.947667,0.950795
14.43,0.947611,0.950626
14.44,0.947556,0.950161
14.45,0.947500,0.949705
14.46,0.947444,0.950351
14.47,0.947389,0.950926
14.48,0.947333,0.948515
14.49,0.947278,0.951285
14.50,0.947222,0.949736
14.51,0.947167,0.951456
14.52,0.947111,0.951108
14.53,0.947056,0.953314
14.54,0.947000,0.952939
14.55,0.946944,0.952737
14.56,0.946889,0.950353
14.57,0.946833,0.951529
14.58,0.946778,0.951583
14.59,0.946722,0.950894
14.60,0.946667,0.950247
14.61,0.946611,0.949667
14.62,0.946556,0.949128
14.63,0.946500,0.950796
14.64,0.946444,0.950308
14.65,0.946389,0.949832
14.66,0.946333,0.951426
14.67,0.946278,0.950561
14.68,0.946222,0.952487
14.69,0.946167,0.953166
14.70,0.946111,0.953157
14.71,0.946056,0.953692
14.72,0.946000,0.953851
14.73,0.945944,0.952676
14.74,0.945889,0.951172
14.75,0.945833,0.952858
14.76,0.945778,0.951755
14.77,0.945722,0.951517
14.78,0.945667,0.953747
14.79,0.945611,0.956533
14.80,0.945556,0.956173
14.81,0.945500,0.955195
14.82,0.945444,0.955012
14.83,0.945389,0.952741
14.84,0.945333,0.952177
14.85,0.945278,0.949627
14.86,0.945222,0.949408
14.87,0.945167,0.949233
14.88,0.945111,0.949572
14.89,0.945056,0.950322
14.90,0.945000,0.948715
14.91,0.944944,0.949576
14.92,0.944889,0.951396
14.93,0.944833,0.950873
14.94,0.944778,0.949940
14.95,0.944722,0.949848
14.96,0.944667,0.949793
14.97,0.944611,0.950054
14.98,0.944556,0.949959
14.99,0.944500,0.951811
15.00,0.944444,0.951383
15.01,0.944444,0.950245
15.02,0.944444,0.951769
15.03,0.944444,0.951189
15.04,0.944444,0.953821
15.05,0.944444,0.954639
15.06,0.944444,0.956393
15.07,0.944444,0.957535
15.08,0.944444,0.957400
15.09,0.944444,0.956115
15.10,0.944444,0.954318
15.11,0.944444,0.953838
15.12,0.944444,0.955575
15.13,0.944444,0.956766
15.14,0.944444,0.957273
15.15,0.944444,0.958374
15.16,0.944444,0.958652
15.17,0.944444,0.958858
15.18,0.944444,0.960363
15.19,0.944444,0.960547
15.20,0.944444,0.961427
15.21,0.944444,0.959263
15.22,0.944444,0.959347
15.23,0.944444,0.959821
15.24,0.944444,0.959518
15.25,0.944444,0.958825
15.26,0.944444,0.960514
15.27,0.944444,0.960839
15.28,0.944444,0.962610
15.29,0.944444,0.960349
15.30,0.944444,0.960251
15.31,0.944444,0.957198
15.32,0.944444,0.954394
15.33,0.944444,0.956359
15.34,0.944444,0.956204
15.35,0.944444,0.957652
15.36,0.944444,0.955939
15.37,0.944444,0.956428
15.38,0.944444,0.954014
15.39,0.944444,0.953560
15.40,0.944444,0.952075
15.41,0.944444,0.952113
15.42,0.944444,0.952224
15.43,0.944444,0.950645
15.44,0.944444,0.948544
15.45,0.944444,0.947048
15.46,0.944444,0.948154
15.47,0.944444,0.946909
15.48,0.944444,0.947879
15.49,0.944444,0.946455
15.50,0.944444,0.944652
15.51,0.944444,0.942546
15.52,0.944444,0.941370
15.53,0.944444,0.942662
15.54,0.944444,0.943249
15.55,0.944444,0.943794
15.56,0.944444,0.941800
15.57,0.944444,0.942840
15.58,0.944444,0.943720
15.59,0.944444,0.944008
15.60,0.944444,0.943133
15.61,0.944444,0.944160
15.62,0.944444,0.943573
15.63,0.944444,0.943794
15.64,0.944444,0.944152
15.65,0.944444,0.944729
15.66,0.944444,0.945448
15.67,0.944444,0.946264
15.68,0.944444,0.946450
15.69,0.944444,0.947217
15.70,0.944444,0.946619
15.71,0.944444,0.950021
15.72,0.944444,0.949134
15.73,0.944444,0.949359
15.74,0.944444,0.947674
15.75,0.944444,0.947404
15.76,0.944444,0.945187
15.77,0.944444,0.943993
15.78,0.944444,0.944835
15.79,0.944444,0.945368
15.80,0.944444,0.946229
15.81,0.944444,0.944685
15.82,0.944444,0.946292
15.83,0.944444,0.946040
15.84,0.944444,0.947374
15.85,0.944444,0.949468
15.86,0.944444,0.947209
15.87,0.944444,0.947499
15.88,0.944444,0.947339
15.89,0.944444,0.946288
15.90,0.944444,0.946363
15.91,0.944444,0.949814
15.92,0.944444,0.946688
15.93,0.944444,0.946874
15.94,0.944444,0.948615
15.95,0.944444,0.945349
15.96,0.944444,0.944805
15.97,0.944444,0.943748
15.98,0.944444,0.943522
15.99,0.944444,0.942404
16.00,0.944444,0.942085
16.01,0.944444,0.943034
16.02,0.944444,0.942104
16.03,0.944444,0.941630
16.04,0.944444,0.944051
16.05,0.944444,0.944793
16.06,0.944444,0.945938
16.07,0.944444,0.945530
16.08,0.944444,0.944903
16.09,0.944444,0.944314
16.10,0.944444,0.942160
16.11,0.944444,0.943417
16.12,0.944444,0.942137
16.13,0.944444,0.942643
16.14,0.944444,0.943785
16.15,0.944444,0.942870
16.16,0.944444,0.941176
16.17,0.944444,0.941768
16.18,0.944444,0.942057
16.19,0.944444,0.941810
16.20,0.944444,0.941604
16.21,0.944444,0.939126
16.22,0.944444,0.940543
16.23,0.944444,0.941221
16.24,0.944444,0.941442
16.25,0.944444,0.942191
16.26,0.944444,0.940722
16.27,0.944444,0.943721
16.28,0.944444,0.943560
16.29,0.944444,0.941768
16.30,0.944444,0.944721
16.31,0.944444,0.943900
16.32,0.944444,0.944311
16.33,0.944444,0.945669
16.34,0.944444,0.944945
16.35,0.944444,0.942780
16.36,0.944444,0.940416
16.37,0.944444,0.941988
16.38,0.944444,0.939439
16.39,0.944444,0.936118
16.40,0.944444,0.936635
16.41,0.944444,0.938071
16.42,0.944444,0.935836
16.43,0.944444,0.933515
16.44,0.944444,0.932764
16.45,0.944444,0.934327
16.46,0.944444,0.937605
16.47,0.944444,0.937335
16.48,0.944444,0.934908
16.49,0.944444,0.936448
16.50,0.944444,0.936810
16.51,0.944444,0.939293
16.52,0.944444,0.939422
16.53,0.944444,0.938277
16.54,0.944444,0.941052
16.55,0.944444,0.940810
16.56,0.944444,0.940417
16.57,0.944444,0.938128
16.58,0.944444,0.936451
16.59,0.944444,0.936540
16.60,0.944444,0.940091
16.61,0.944444,0.942313
16.62,0.944444,0.943144
16.63,0.944444,0.941898
16.64,0.944444,0.941762
16.65,0.944444,0.938234
16.66,0.944444,0.938891
16.67,0.944444,0.939415
16.68,0.944444,0.936419
16.69,0.944444,0.938000
16.70,0.944444,0.936193
16.71,0.944444,0.934528
16.72,0.944444,0.935743
16.73,0.944444,0.937573
16.74,0.944444,0.937650
16.75,0.944444,0.936865
16.76,0.944444,0.936363
16.77,0.944444,0.935434
16.78,0.944444,0.934241
16.79,0.944444,0.934799
16.80,0.944444,0.934635
16.81,0.944444,0.936998
16.82,0.944444,0.936968
16.83,0.944444,0.935948
16.84,0.944444,0.938377
16.85,0.944444,0.937063
16.86,0.944444,0.940389
16.87,0.944444,0.937856
16.88,0.944444,0.940624
16.89,0.944444,0.942364
16.90,0.944444,0.939642
16.91,0.944444,0.937626
16.92,0.944444,0.939211
16.93,0.944444,0.940817
16.94,0.944444,0.940211
16.95,0.944444,0.938819
16.96,0.944444,0.936731
16.97,0.944444,0.939209
16.98,0.944444,0.941055
16.99,0.944444,0.939688
17.00,0.944444,0.939732
17.01,0.944444,0.939183
17.02,0.944444,0.937362
17.03,0.944444,0.938083
17.04,0.944444,0.938598
17.05,0.944444,0.938746
17.06,0.944444,0.938971
17.07,0.944444,0.940633
17.08,0.944444,0.941428
17.09,0.944444,0.942897
17.10,0.944444,0.942660
17.11,0.944444,0.941742
17.12,0.944444,0.944854
17.13,0.944444,0.946516
17.14,0.944444,0.949363
17.15,0.944444,0.946050
17.16,0.944444,0.947173
17.17,0.944444,0.947433
17.18,0.944444,0.950881
17.19,0.944444,0.954402
17.20,0.944444,0.957916
17.21,0.944444,0.960492
17.22,0.944444,0.961256
17.23,0.944444,0.960554
17.24,0.944444,0.959856
17.25,0.944444,0.959615
17.26,0.944444,0.957390
17.27,0.944444,0.957876
17.28,0.944444,0.956002
17.29,0.944444,0.957236
17.30,0.944444,0.955122
17.31,0.944444,0.954099
17.32,0.944444,0.953572
17.33,0.944444,0.954114
17.34,0.944444,0.955220
17.35,0.944444,0.953495
17.36,0.944444,0.950529
17.37,0.944444,0.950304
17.38,0.944444,0.950321
17.39,0.944444,0.949234
17.40,0.944444,0.947919
17.41,0.944444,0.949278
17.42,0.944444,0.949144
17.43,0.944444,0.945983
17.44,0.944444,0.947297
17.45,0.944444,0.946785
17.46,0.944444,0.946239
17.47,0.944444,0.947383
17.48,0.944444,0.944074
17.49,0.944444,0.944633
17.50,0.944444,0.941729
17.51,0.944444,0.940719
17.52,0.944444,0.940096
17.53,0.944444,0.939732
17.54,0.944444,0.942588
17.55,0.944444,0.942262
17.56,0.944444,0.944297
17.57,0.944444,0.947049
17.58,0.944444,0.944677
17.59,0.944444,0.948255
17.60,0.944444,0.946687
17.61,0.944444,0.944688
17.62,0.944444,0.945078
17.63,0.944444,0.946377
17.64,0.944444,0.948322
17.65,0.944444,0.949865
17.66,0.944444,0.951848
17.67,0.944444,0.949805
17.68,0.944444,0.950959
17.69,0.944444,0.950425
17.70,0.944444,0.948069
17.71,0.944444,0.945413
17.72,0.944444,0.946884
17.73,0.944444,0.946203
17.74,0.944444,0.945488
17.75,0.944444,0.943867
17.76,0.944444,0.944313
17.77,0.944444,0.944125
17.78,0.944444,0.944402
17.79,0.944444,0.945556
17.80,0.944444,0.946822
17.81,0.944444,0.945719
17.82,0.944444,0.945261
17.83,0.944444,0.945150
17.84,0.944444,0.946800
17.85,0.944444,0.947501
17.86,0.944444,0.947105
17.87,0.944444,0.948101
17.88,0.944444,0.946640
17.89,0.944444,0.945240
17.90,0.944444,0.944490
17.91,0.944444,0.946962
17.92,0.944444,0.948048
17.93,0.944444,0.949157
17.94,0.944444,0.948775
17.95,0.944444,0.951439
17.96,0.944444,0.952248
17.97,0.944444,0.952918
17.98,0.944444,0.954425
17.99,0.944444,0.952344
18.00,0.944444,0.954116
18.01,0.944444,0.954159
18.02,0.944444,0.950594
18.03,0.944444,0.952227
18.04,0.944444,0.952341
18.05,0.944444,0.950497
18.06,0.944444,0.951411
18.07,0.944444,0.955249
18.08,0.944444,0.951953
18.09,0.944444,0.954679
18.10,0.944444,0.953735
18.11,0.944444,0.952379
18.12,0.944444,0.950789
18.13,0.944444,0.952468
18.14,0.944444,0.951468
18.15,0.944444,0.950397
18.16,0.944444,0.949216
18.17,0.944444,0.950113
18.18,0.944444,0.950089
18.19,0.944444,0.952303
18.20,0.944444,0.954313
18.21,0.944444,0.955393
18.22,0.944444,0.951939
18.23,0.944444,0.949956
18.24,0.944444,0.948990
18.25,0.944444,0.952173
18.26,0.944444,0.952466
18.27,0.944444,0.951806
18.28,0.944444,0.954524
18.29,0.944444,0.952625
18.30,0.944444,0.953603
18.31,0.944444,0.953361
18.32,0.944444,0.953987
18.33,0.944444,0.950707
18.34,0.944444,0.949290
18.35,0.944444,0.950799
18.36,0.944444,0.952675
18.37,0.944444,0.951533
18.38,0.944444,0.952312
