Time(s),Actual_State_Of_Charge,Estimated_State_Of_Charge
51.40,0.853278,0.847838
51.41,0.853222,0.847343
51.42,0.853167,0.847460
51.43,0.853111,0.847475
51.44,0.853056,0.848085
51.45,0.853000,0.840408
51.46,0.852944,0.835786
51.47,0.852889,0.828231
51.48,0.852833,0.826114
51.49,0.852778,0.831739
51.50,0.852722,0.837965
51.51,0.852667,0.838792
51.52,0.852611,0.841885
51.53,0.852556,0.839190
51.54,0.852500,0.839275
51.55,0.852444,0.844433
51.56,0.852389,0.845125
51.57,0.852333,0.850677
51.58,0.852278,0.848757
51.59,0.852222,0.846105
51.60,0.852167,0.839154
51.61,0.852111,0.832541
51.62,0.852056,0.825659
51.63,0.852000,0.819311
51.64,0.851944,0.820856
51.65,0.851889,0.817663
51.66,0.851833,0.816670
51.67,0.851778,0.817705
51.68,0.851722,0.823784
51.69,0.851667,0.826459
51.70,0.851611,0.826848
51.71,0.851556,0.829617
51.72,0.851500,0.833782
51.73,0.851444,0.836404
51.74,0.851389,0.836440
51.75,0.851333,0.841356
51.76,0.851278,0.849294
51.77,0.851222,0.846875
51.78,0.851167,0.845539
51.79,0.851111,0.851430
51.80,0.851056,0.859312
51.81,0.851000,0.855243
51.82,0.850944,0.849912
51.83,0.850889,0.847861
51.84,0.850833,0.852066
51.85,0.850778,0.852429
51.86,0.850722,0.846990
51.87,0.850667,0.849025
51.88,0.850611,0.852787
51.89,0.850556,0.849030
51.90,0.850500,0.857085
51.91,0.850444,0.859762
51.92,0.850389,0.858854
51.93,0.850333,0.855575
51.94,0.850278,0.860999
51.95,0.850222,0.864736
51.96,0.850167,0.864345
51.97,0.850111,0.862567
51.98,0.850056,0.864542
51.99,0.850000,0.861253
52.00,0.849944,0.856080
52.01,0.849889,0.851687
52.02,0.849833,0.847943
52.03,0.849778,0.843128
52.04,0.849722,0.843375
52.05,0.849667,0.850212
52.06,0.849611,0.849412
52.07,0.849556,0.848541
52.08,0.849500,0.842999
52.09,0.849444,0.842849
52.10,0.849389,0.834897
52.11,0.849333,0.827220
52.12,0.849278,0.825208
52.13,0.849222,0.822763
52.14,0.849167,0.826800
52.15,0.849111,0.835499
52.16,0.849056,0.836391
52.17,0.849000,0.828349
52.18,0.848944,0.828385
52.19,0.848889,0.834926
52.20,0.848833,0.839334
52.21,0.848778,0.838086
52.22,0.848722,0.836979
52.23,0.848667,0.834810
52.24,0.848611,0.841119
52.25,0.848556,0.845907
52.26,0.848500,0.847420
52.27,0.848444,0.844677
52.28,0.848389,0.840026
52.29,0.848333,0.835335
52.30,0.848278,0.844222
52.31,0.848222,0.845489
52.32,0.848167,0.845607
52.33,0.848111,0.851728
52.34,0.848056,0.845820
52.35,0.848000,0.849025
52.36,0.847944,0.851817
52.37,0.847889,0.853408
52.38,0.847833,0.860150
52.39,0.847778,0.858845
52.40,0.847722,0.857685
52.41,0.847667,0.856258
52.42,0.847611,0.853977
52.43,0.847556,0.853775
52.44,0.847500,0.856487
52.45,0.847444,0.848683
52.46,0.847389,0.844655
52.47,0.847333,0.843975
52.48,0.847278,0.835396
52.49,0.847222,0.831022
52.50,0.847167,0.836323
52.51,0.847111,0.833714
52.52,0.847056,0.837413
52.53,0.847000,0.832260
52.54,0.846944,0.831593
52.55,0.846889,0.832755
52.56,0.846833,0.832772
52.57,0.846778,0.834296
52.58,0.846722,0.832852
52.59,0.846667,0.830660
52.60,0.846611,0.826132
52.61,0.846556,0.819154
52.62,0.846500,0.819536
52.63,0.846444,0.819302
52.64,0.846389,0.824092
52.65,0.846333,0.827709
52.66,0.846278,0.827987
52.67,0.846222,0.820330
52.68,0.846167,0.826181
52.69,0.846111,0.832628
52.70,0.846056,0.834132
52.71,0.846000,0.833476
52.72,0.845944,0.841867
52.73,0.845889,0.844847
52.74,0.845833,0.849026
52.75,0.845778,0.849740
52.76,0.845722,0.851739
52.77,0.845667,0.857678
52.78,0.845611,0.849053
52.79,0.845556,0.842935
52.80,0.845500,0.849880
52.81,0.845444,0.842825
52.82,0.845389,0.851078
52.83,0.845333,0.857233
52.84,0.845278,0.856944
52.85,0.845222,0.848632
52.86,0.845167,0.841109
52.87,0.845111,0.843489
52.88,0.845056,0.841364
52.89,0.845000,0.836601
52.90,0.844944,0.841142
52.91,0.844889,0.844016
52.92,0.844833,0.849201
52.93,0.844778,0.851288
52.94,0.844722,0.843555
52.95,0.844667,0.844229
52.96,0.844611,0.842768
52.97,0.844556,0.841760
52.98,0.844500,0.846611
52.99,0.844444,0.847169
53.00,0.844389,0.850627
53.01,0.844333,0.844713
53.02,0.844278,0.847044
53.03,0.844222,0.843459
53.04,0.844167,0.843013
53.05,0.844111,0.842081
53.06,0.844056,0.841886
53.07,0.844000,0.845712
53.08,0.843944,0.842065
53.09,0.843889,0.842863
53.10,0.843833,0.842731
53.11,0.843778,0.850951
53.12,0.843722,0.853851
53.13,0.843667,0.860170
53.14,0.843611,0.856808
53.15,0.843556,0.858092
53.16,0.843500,0.857216
53.17,0.843444,0.854460
53.18,0.843389,0.859242
53.19,0.843333,0.853995
53.20,0.843278,0.855166
53.21,0.843222,0.854588
53.22,0.843167,0.848694
53.23,0.843111,0.850551
53.24,0.843056,0.849020
53.25,0.843000,0.847843
53.26,0.842944,0.845799
53.27,0.842889,0.846243
53.28,0.842833,0.847980
53.29,0.842778,0.845424
53.30,0.842722,0.851014
53.31,0.842667,0.849356
53.32,0.842611,0.847856
53.33,0.842556,0.853662
53.34,0.842500,0.848689
53.35,0.842444,0.848320
53.36,0.842389,0.844030
53.37,0.842333,0.845129
53.38,0.842278,0.843463
53.39,0.842222,0.846285
53.40,0.842167,0.846286
53.41,0.842111,0.841853
53.42,0.842056,0.843419
53.43,0.842000,0.843416
53.44,0.841944,0.840685
53.45,0.841889,0.841577
53.46,0.841833,0.837698
53.47,0.841778,0.835164
53.48,0.841722,0.836043
53.49,0.841667,0.838701
53.50,0.841611,0.835518
53.51,0.841556,0.841820
53.52,0.841500,0.842658
53.53,0.841444,0.839736
53.54,0.841389,0.840649
53.55,0.841333,0.840823
53.56,0.841278,0.839266
53.57,0.841222,0.839784
53.58,0.841167,0.846634
53.59,0.841111,0.842352
53.60,0.841056,0.841140
53.61,0.841000,0.843602
53.62,0.840944,0.848092
53.63,0.840889,0.853228
53.64,0.840833,0.853643
53.65,0.840778,0.852429
53.66,0.840722,0.853880
53.67,0.840667,0.853863
53.68,0.840611,0.856871
53.69,0.840556,0.856650
53.70,0.840500,0.853102
53.71,0.840444,0.850687
53.72,0.840389,0.854201
53.73,0.840333,0.857491
53.74,0.840278,0.859959
53.75,0.840222,0.851136
53.76,0.840167,0.859273
53.77,0.840111,0.855720
53.78,0.840056,0.850773
53.79,0.840000,0.847916
53.80,0.839944,0.855756
53.81,0.839889,0.854336
53.82,0.839833,0.853869
53.83,0.839778,0.854429
53.84,0.839722,0.850725
53.85,0.839667,0.857043
53.86,0.839611,0.857782
53.87,0.839556,0.852744
53.88,0.839500,0.845655
53.89,0.839444,0.849824
53.90,0.839389,0.854953
53.91,0.839333,0.854549
53.92,0.839278,0.854866
53.93,0.839222,0.850925
53.94,0.839167,0.844594
53.95,0.839111,0.851110
53.96,0.839056,0.857498
53.97,0.839000,0.866387
53.98,0.838944,0.861423
53.99,0.838889,0.860270
54.00,0.838833,0.863397
54.01,0.838778,0.866212
54.02,0.838722,0.870441
54.03,0.838667,0.871993
54.04,0.838611,0.876726
54.05,0.838556,0.873404
54.06,0.838500,0.867976
54.07,0.838444,0.866680
54.08,0.838389,0.865733
54.09,0.838333,0.861882
54.10,0.838278,0.857962
54.11,0.838222,0.857113
54.12,0.838167,0.860538
54.13,0.838111,0.854939
54.14,0.838056,0.852163
54.15,0.838000,0.858183
54.16,0.837944,0.857210
54.17,0.837889,0.856676
54.18,0.837833,0.850797
54.19,0.837778,0.850483
54.20,0.837722,0.846643
54.21,0.837667,0.841418
54.22,0.837611,0.839306
54.23,0.837556,0.837064
54.24,0.837500,0.833183
54.25,0.837444,0.829839
54.26,0.837389,0.827115
54.27,0.837333,0.822563
54.28,0.837278,0.826365
54.29,0.837222,0.825785
54.30,0.837167,0.832206
54.31,0.837111,0.831006
54.32,0.837056,0.834100
54.33,0.837000,0.829696
54.34,0.836944,0.823017
54.35,0.836889,0.823653
54.36,0.836833,0.827613
54.37,0.836778,0.828593
54.38,0.836722,0.831362
54.39,0.836667,0.840509
54.40,0.836611,0.832220
54.41,0.836556,0.831817
54.42,0.836500,0.828993
54.43,0.836444,0.834368
54.44,0.836389,0.834593
54.45,0.836333,0.839059
54.46,0.836278,0.835570
54.47,0.836222,0.837773
54.48,0.836167,0.841716
54.49,0.836111,0.841870
54.50,0.836056,0.834013
54.51,0.836000,0.826229
54.52,0.835944,0.827328
54.53,0.835889,0.831832
54.54,0.835833,0.830199
54.55,0.835778,0.832372
54.56,0.835722,0.825243
54.57,0.835667,0.820994
54.58,0.835611,0.820441
54.59,0.835556,0.817679
54.60,0.835500,0.815315
54.61,0.835444,0.818813
54.62,0.835389,0.822285
54.63,0.835333,0.825330
54.64,0.835278,0.818735
54.65,0.835222,0.812268
54.66,0.835167,0.813937
54.67,0.835111,0.811992
54.68,0.835056,0.810927
54.69,0.835000,0.813847
54.70,0.834944,0.812507
54.71,0.834889,0.817802
54.72,0.834833,0.822198
54.73,0.834778,0.824304
54.74,0.834722,0.828567
54.75,0.834667,0.820001
54.76,0.834611,0.822584
54.77,0.834556,0.822944
54.78,0.834500,0.826237
54.79,0.834444,0.823930
54.80,0.834389,0.817343
54.81,0.834333,0.821030
54.82,0.834278,0.820830
54.83,0.834222,0.825200
54.84,0.834167,0.830733
54.85,0.834111,0.826534
54.86,0.834056,0.829782
54.87,0.834000,0.826929
54.88,0.833944,0.832902
54.89,0.833889,0.836125
54.90,0.833833,0.845120
54.91,0.833778,0.845470
54.92,0.833722,0.837081
54.93,0.833667,0.833148
54.94,0.833611,0.827726
54.95,0.833556,0.819956
54.96,0.833500,0.823724
54.97,0.833444,0.821271
54.98,0.833389,0.826817
54.99,0.833333,0.828208
55.00,0.833278,0.825585
55.01,0.833278,0.823722
55.02,0.833278,0.822022
55.03,0.833278,0.821499
55.04,0.833278,0.817339
55.05,0.833278,0.820535
55.06,0.833278,0.818945
55.07,0.833278,0.828483
55.08,0.833278,0.822956
55.09,0.833278,0.822602
55.10,0.833278,0.825405
55.11,0.833278,0.828416
55.12,0.833278,0.830005
55.13,0.833278,0.834074
55.14,0.833278,0.838303
55.15,0.833278,0.838116
55.16,0.833278,0.844030
55.17,0.833278,0.851665
55.18,0.833278,0.847345
55.19,0.833278,0.850495
55.20,0.833278,0.849369
55.21,0.833278,0.848890
55.22,0.833278,0.848225
55.23,0.833278,0.847585
55.24,0.833278,0.852255
55.25,0.833278,0.846286
55.26,0.833278,0.841646
55.27,0.833278,0.837275
55.28,0.833278,0.832447
55.29,0.833278,0.841415
55.30,0.833278,0.840207
55.31,0.833278,0.848493
55.32,0.833278,0.846624
55.33,0.833278,0.843598
55.34,0.833278,0.844648
55.35,0.833278,0.842504
55.36,0.833278,0.845724
55.37,0.833278,0.842221
55.38,0.833278,0.849014
55.39,0.833278,0.851093
55.40,0.833278,0.846590
55.41,0.833278,0.845397
55.42,0.833278,0.836413
55.43,0.833278,0.833343
55.44,0.833278,0.839433
55.45,0.833278,0.844599
55.46,0.833278,0.842358
55.47,0.833278,0.834089
55.48,0.833278,0.829774
55.49,0.833278,0.834872
55.50,0.833278,0.833483
55.51,0.833278,0.825119
55.52,0.833278,0.824381
55.53,0.833278,0.823668
55.54,0.833278,0.824608
55.55,0.833278,0.821442
55.56,0.833278,0.814622
55.57,0.833278,0.808859
55.58,0.833278,0.804417
55.59,0.833278,0.807466
55.60,0.833278,0.804090
55.61,0.833278,0.810100
55.62,0.833278,0.810605
55.63,0.833278,0.813634
55.64,0.833278,0.814519
55.65,0.833278,0.812214
55.66,0.833278,0.816407
55.67,0.833278,0.817806
55.68,0.833278,0.822618
55.69,0.833278,0.819009
55.70,0.833278,0.821329
55.71,0.833278,0.818069
55.72,0.833278,0.817976
55.73,0.833278,0.818706
55.74,0.833278,0.819408
55.75,0.833278,0.820488
55.76,0.833278,0.828665
55.77,0.833278,0.828505
55.78,0.833278,0.828760
55.79,0.833278,0.821358
55.80,0.833278,0.826040
55.81,0.833278,0.824440
55.82,0.833278,0.828400
55.83,0.833278,0.824272
55.84,0.833278,0.820388
55.85,0.833278,0.827345
55.86,0.833278,0.824680
55.87,0.833278,0.825366
55.88,0.833278,0.831536
55.89,0.833278,0.836567
55.90,0.833278,0.842033
55.91,0.833278,0.846288
55.92,0.833278,0.842033
55.93,0.833278,0.844963
55.94,0.833278,0.837590
55.95,0.833278,0.840266
55.96,0.833278,0.839487
55.97,0.833278,0.846073
55.98,0.833278,0.841824
55.99,0.833278,0.843741
56.00,0.833278,0.844160
56.01,0.833278,0.842422
56.02,0.833278,0.835033
56.03,0.833278,0.833007
56.04,0.833278,0.838498
56.05,0.833278,0.843998
56.06,0.833278,0.844609
56.07,0.833278,0.850399
56.08,0.833278,0.853333
56.09,0.833278,0.858814
56.10,0.833278,0.855838
56.11,0.833278,0.857861
56.12,0.833278,0.857160
56.13,0.833278,0.865159
56.14,0.833278,0.862056
56.15,0.833278,0.856823
56.16,0.833278,0.850755
56.17,0.833278,0.849287
56.18,0.833278,0.843993
56.19,0.833278,0.843893
56.20,0.833278,0.847469
56.21,0.833278,0.847547
56.22,0.833278,0.843237
56.23,0.833278,0.834587
56.24,0.833278,0.833901
56.25,0.833278,0.831197
56.26,0.833278,0.831242
56.27,0.833278,0.831699
56.28,0.833278,0.828871
56.29,0.833278,0.834210
56.30,0.833278,0.842933
56.31,0.833278,0.843996
56.32,0.833278,0.843485
56.33,0.833278,0.842484
56.34,0.833278,0.840702
56.35,0.833278,0.849300
56.36,0.833278,0.851974
56.37,0.833278,0.847202
56.38,0.833278,0.843722
56.39,0.833278,0.843223
56.40,0.833278,0.843770
56.41,0.833278,0.846948
56.42,0.833278,0.840106
56.43,0.833278,0.834428
56.44,0.833278,0.841518
56.45,0.833278,0.845494
56.46,0.833278,0.844735
56.47,0.833278,0.840424
56.48,0.833278,0.847605
56.49,0.833278,0.847681
56.50,0.833278,0.848064
56.51,0.833278,0.839647
56.52,0.833278,0.843692
56.53,0.833278,0.845752
56.54,0.833278,0.840078
56.55,0.833278,0.845539
56.56,0.833278,0.845699
56.57,0.833278,0.844013
56.58,0.833278,0.836863
56.59,0.833278,0.835283
56.60,0.833278,0.833451
56.61,0.833278,0.835469
56.62,0.833278,0.837921
56.63,0.833278,0.834768
56.64,0.833278,0.828861
56.65,0.833278,0.825108
56.66,0.833278,0.821077
56.67,0.833278,0.816782
56.68,0.833278,0.811619
56.69,0.833278,0.807148
56.70,0.833278,0.805804
56.71,0.833278,0.805224
56.72,0.833278,0.799956
56.73,0.833278,0.795797
56.74,0.833278,0.806106
56.75,0.833278,0.806945
56.76,0.833278,0.807960
56.77,0.833278,0.808323
56.78,0.833278,0.811022
56.79,0.833278,0.812300
56.80,0.833278,0.814448
56.81,0.833278,0.822253
56.82,0.833278,0.825791
56.83,0.833278,0.828587
56.84,0.833278,0.828930
56.85,0.833278,0.828237
56.86,0.833278,0.831353
56.87,0.833278,0.834769
56.88,0.833278,0.837040
56.89,0.833278,0.837902
56.90,0.833278,0.834123
56.91,0.833278,0.831300
56.92,0.833278,0.824788
56.93,0.833278,0.818916
56.94,0.833278,0.826664
56.95,0.833278,0.821646
56.96,0.833278,0.826329
56.97,0.833278,0.820914
56.98,0.833278,0.823369
56.99,0.833278,0.819799
57.00,0.833278,0.817895
57.01,0.833278,0.811038
57.02,0.833278,0.804527
57.03,0.833278,0.800296
57.04,0.833278,0.797857
57.05,0.833278,0.800830
57.06,0.833278,0.800413
57.07,0.833278,0.795099
57.08,0.833278,0.799193
57.09,0.833278,0.795460
57.10,0.833278,0.791450
57.11,0.833278,0.798950
57.12,0.833278,0.798604
57.13,0.833278,0.794682
57.14,0.833278,0.790389
57.15,0.833278,0.791884
57.16,0.833278,0.788816
57.17,0.833278,0.797128
57.18,0.833278,0.799308
57.19,0.833278,0.800482
57.20,0.833278,0.794958
57.21,0.833278,0.801516
57.22,0.833278,0.808966
57.23,0.833278,0.816560
57.24,0.833278,0.821425
57.25,0.833278,0.821808
57.26,0.833278,0.822901
57.27,0.833278,0.827130
57.28,0.833278,0.829773
57.29,0.833278,0.832216
57.30,0.833278,0.833854
57.31,0.833278,0.832569
57.32,0.833278,0.827636
57.33,0.833278,0.830978
57.34,0.833278,0.829689
57.35,0.833278,0.825162
57.36,0.833278,0.824693
57.37,0.833278,0.822092
57.38,0.833278,0.819787
57.39,0.833278,0.828022
57.40,0.833278,0.835757
57.41,0.833278,0.828656
57.42,0.833278,0.821398
57.43,0.833278,0.814706
57.44,0.833278,0.819122
57.45,0.833278,0.820818
57.46,0.833278,0.822144
57.47,0.833278,0.820143
57.48,0.833278,0.820878
57.49,0.833278,0.820559
57.50,0.833278,0.818410
57.51,0.833278,0.822695
57.52,0.833278,0.822521
57.53,0.833278,0.824606
57.54,0.833278,0.824055
57.55,0.833278,0.824449
57.56,0.833278,0.822468
57.57,0.833278,0.819428
57.58,0.833278,0.822239
57.59,0.833278,0.818488
57.60,0.833278,0.814558
57.61,0.833278,0.809438
57.62,0.833278,0.805423
57.63,0.833278,0.803500
57.64,0.833278,0.813139
57.65,0.833278,0.813506
57.66,0.833278,0.812322
57.67,0.833278,0.813331
57.68,0.833278,0.813385
57.69,0.833278,0.814048
57.70,0.833278,0.812326
57.71,0.833278,0.813543
57.72,0.833278,0.814505
57.73,0.833278,0.812356
57.74,0.833278,0.812445
57.75,0.833278,0.812215
57.76,0.833278,0.814458
57.77,0.833278,0.810567
57.78,0.833278,0.809077
57.79,0.833278,0.814723
57.80,0.833278,0.816982
57.81,0.833278,0.824192
57.82,0.833278,0.821494
57.83,0.833278,0.824128
57.84,0.833278,0.820915
57.85,0.833278,0.826238
57.86,0.833278,0.828600
57.87,0.833278,0.822966
57.88,0.833278,0.822055
57.89,0.833278,0.818499
57.90,0.833278,0.819593
57.91,0.833278,0.823625
57.92,0.833278,0.824430
57.93,0.833278,0.827472
57.94,0.833278,0.828351
57.95,0.833278,0.831043
57.96,0.833278,0.830457
57.97,0.833278,0.833488
57.98,0.833278,0.823773
57.99,0.833278,0.825709
58.00,0.833278,0.823565
58.01,0.833278,0.826430
58.02,0.833278,0.823950
58.03,0.833278,0.828344
58.04,0.833278,0.828983
58.05,0.833278,0.828264
58.06,0.833278,0.830141
58.07,0.833278,0.824554
58.08,0.833278,0.821737
58.09,0.833278,0.820257
58.10,0.833278,0.819240
58.11,0.833278,0.813013
58.12,0.833278,0.813181
58.13,0.833278,0.813746
58.14,0.833278,0.812032
58.15,0.833278,0.813364
58.16,0.833278,0.820814
58.17,0.833278,0.819569
58.18,0.833278,0.811273
58.19,0.833278,0.811704
58.20,0.833278,0.813866
58.21,0.833278,0.813280
58.22,0.833278,0.814873
58.23,0.833278,0.817542
58.24,0.833278,0.813943
58.25,0.833278,0.816544
58.26,0.833278,0.815761
58.27,0.833278,0.811712
58.28,0.833278,0.805548
58.29,0.833278,0.812767
58.30,0.833278,0.812737
58.31,0.833278,0.806122
58.32,0.833278,0.801903
58.33,0.833278,0.807195
58.34,0.833278,0.813123
58.35,0.833278,0.813389
58.36,0.833278,0.811588
58.37,0.833278,0.811910
58.38,0.833278,0.816021
58.39,0.833278,0.819987
58.40,0.833278,0.821961
58.41,0.833278,0.827671
58.42,0.833278,0.825973
58.43,0.833278,0.829995
58.44,0.833278,0.827497
58.45,0.833278,0.836098
58.46,0.833278,0.832558
58.47,0.833278,0.829142
58.48,0.833278,0.824100
58.49,0.833278,0.827882
58.50,0.833278,0.832353
58.51,0.833278,0.831929
58.52,0.833278,0.828844
58.53,0.833278,0.822265
58.54,0.833278,0.824873
58.55,0.833278,0.832331
58.56,0.833278,0.835407
58.57,0.833278,0.832088
58.58,0.833278,0.832187
58.59,0.833278,0.833003
58.60,0.833278,0.828124
58.61,0.833278,0.824861
58.62,0.833278,0.818626
58.63,0.833278,0.819715
58.64,0.833278,0.824991
58.65,0.833278,0.832443
58.66,0.833278,0.837776
58.67,0.833278,0.830253
58.68,0.833278,0.838239
58.69,0.833278,0.831111
58.70,0.833278,0.835872
58.71,0.833278,0.835111
58.72,0.833278,0.834685
58.73,0.833278,0.841587
58.74,0.833278,0.840928
58.75,0.833278,0.848432
58.76,0.833278,0.847120
58.77,0.833278,0.850180
58.78,0.833278,0.852307
58.79,0.833278,0.843025
58.80,0.833278,0.833662
58.81,0.833278,0.841222
58.82,0.833278,0.841095
58.83,0.833278,0.844883
58.84,0.833278,0.847815
58.85,0.833278,0.840133
58.86,0.833278,0.846533
58.87,0.833278,0.846727
58.88,0.833278,0.853714
58.89,0.833278,0.862408
58.90,0.833278,0.856673
58.91,0.833278,0.851351
58.92,0.833278,0.844776
58.93,0.833278,0.845858
58.94,0.833278,0.841852
58.95,0.833278,0.835621
58.96,0.833278,0.843628
58.97,0.833278,0.847020
58.98,0.833278,0.846579
58.99,0.833278,0.851413
59.00,0.833278,0.857622
59.01,0.833278,0.861648
59.02,0.833278,0.863676
59.03,0.833278,0.862126
59.04,0.833278,0.854133
59.05,0.833278,0.863026
59.06,0.833278,0.863968
59.07,0.833278,0.860758
59.08,0.833278,0.857969
59.09,0.833278,0.854770
59.10,0.833278,0.857356
59.11,0.833278,0.864075
59.12,0.833278,0.860138
59.13,0.833278,0.863147
59.14,0.833278,0.864918
59.15,0.833278,0.863425
59.16,0.833278,0.859821
59.17,0.833278,0.863051
59.18,0.833278,0.864516
59.19,0.833278,0.865414
59.20,0.833278,0.866383
59.21,0.833278,0.862264
59.22,0.833278,0.860663
59.23,0.833278,0.857576
59.24,0.833278,0.861918
59.25,0.833278,0.864970
59.26,0.833278,0.858014
59.27,0.833278,0.864303
59.28,0.833278,0.858193
59.29,0.833278,0.853545
59.30,0.833278,0.850815
59.31,0.833278,0.855611
59.32,0.833278,0.845274
59.33,0.833278,0.846556
59.34,0.833278,0.841288
59.35,0.833278,0.835694
59.36,0.833278,0.842789
59.37,0.833278,0.838898
59.38,0.833278,0.836282
59.39,0.833278,0.833445
59.40,0.833278,0.831331
59.41,0.833278,0.824033
59.42,0.833278,0.827731
59.43,0.833278,0.832843
59.44,0.833278,0.838905
59.45,0.833278,0.832570
59.46,0.833278,0.834513
59.47,0.833278,0.838246
59.48,0.833278,0.839370
59.49,0.833278,0.841586
59.50,0.833278,0.840315
59.51,0.833278,0.836198
59.52,0.833278,0.836873
59.53,0.833278,0.832360
59.54,0.833278,0.831619
59.55,0.833278,0.826779
59.56,0.833278,0.823248
59.57,0.833278,0.818088
59.58,0.833278,0.818483
59.59,0.833278,0.817519
59.60,0.833278,0.814941
59.61,0.833278,0.813281
59.62,0.833278,0.817778
59.63,0.833278,0.819839
59.64,0.833278,0.819657
59.65,0.833278,0.818758
59.66,0.833278,0.814895
59.67,0.833278,0.807452
59.68,0.833278,0.803887
59.69,0.833278,0.802622
59.70,0.833278,0.806464
59.71,0.833278,0.805829
59.72,0.833278,0.805735
59.73,0.833278,0.807810
59.74,0.833278,0.805578
59.75,0.833278,0.801462
59.76,0.833278,0.794496
59.77,0.833278,0.787677
59.78,0.833278,0.790500
59.79,0.833278,0.791263
59.80,0.833278,0.791379
59.81,0.833278,0.793763
59.82,0.833278,0.793166
59.83,0.833278,0.800653
59.84,0.833278,0.804874
59.85,0.833278,0.802330
59.86,0.833278,0.795534
59.87,0.833278,0.791773
59.88,0.833278,0.793519
59.89,0.833278,0.795512
59.90,0.833278,0.796506
59.91,0.833278,0.806458
59.92,0.833278,0.811710
59.93,0.833278,0.812432
59.94,0.833278,0.815508
59.95,0.833278,0.818374
59.96,0.833278,0.817312
59.97,0.833278,0.818147
59.98,0.833278,0.816264
59.99,0.833278,0.818996
60.00,0.833278,0.819975
60.01,0.833222,0.820349
60.02,0.833167,0.813262
60.03,0.833111,0.807460
60.04,0.833056,0.812928
60.05,0.833000,0.810854
60.06,0.832944,0.810609
60.07,0.832889,0.811615
60.08,0.832833,0.803794
60.09,0.832778,0.796355
60.10,0.832722,0.804897
60.11,0.832667,0.798758
60.12,0.832611,0.797286
60.13,0.832556,0.800930
60.14,0.832500,0.807646
60.15,0.832444,0.808123
60.16,0.832389,0.810855
60.17,0.832333,0.815965
60.18,0.832278,0.819857
60.19,0.832222,0.825469
60.20,0.832167,0.823945
60.21,0.832111,0.826200
60.22,0.832056,0.825886
60.23,0.832000,0.829203
60.24,0.831944,0.826294
60.25,0.831889,0.828862
60.26,0.831833,0.831029
60.27,0.831778,0.833738
60.28,0.831722,0.841105
60.29,0.831667,0.841481
60.30,0.831611,0.839260
60.31,0.831556,0.837423
60.32,0.831500,0.830375
60.33,0.831444,0.829893
60.34,0.831389,0.830455
60.35,0.831333,0.833272
60.36,0.831278,0.831330
60.37,0.831222,0.835146
60.38,0.831167,0.836136
60.39,0.831111,0.840395
60.40,0.831056,0.840774
60.41,0.831000,0.837620
60.42,0.830944,0.833442
60.43,0.830889,0.835618
60.44,0.830833,0.834094
60.45,0.830778,0.840383
60.46,0.830722,0.835890
60.47,0.830667,0.839006
60.48,0.830611,0.836006
60.49,0.830556,0.843255
60.50,0.830500,0.845581
60.51,0.830444,0.847825
60.52,0.830389,0.846363
60.53,0.830333,0.851889
60.54,0.830278,0.850691
60.55,0.830222,0.852331
60.56,0.830167,0.858261
60.57,0.830111,0.861182
60.58,0.830056,0.858198
60.59,0.830000,0.861841
60.60,0.829944,0.866281
60.61,0.829889,0.866316
60.62,0.829833,0.866246
60.63,0.829778,0.863587
60.64,0.829722,0.864543
60.65,0.829667,0.862879
60.66,0.829611,0.863341
60.67,0.829556,0.870305
60.68,0.829500,0.875878
60.69,0.829444,0.873278
60.70,0.829389,0.868796
60.71,0.829333,0.873486
60.72,0.829278,0.873035
60.73,0.829222,0.881089
60.74,0.829167,0.874561
60.75,0.829111,0.872824
60.76,0.829056,0.868143
60.77,0.829000,0.872431
60.78,0.828944,0.866307
60.79,0.828889,0.863405
60.80,0.828833,0.868067
60.81,0.828778,0.870383
60.82,0.828722,0.869918
60.83,0.828667,0.867714
60.84,0.828611,0.864548
60.85,0.828556,0.869363
60.86,0.828500,0.866854
60.87,0.828444,0.861020
60.88,0.828389,0.863269
60.89,0.828333,0.855072
60.90,0.828278,0.849451
60.91,0.828222,0.855320
60.92,0.828167,0.853309
60.93,0.828111,0.855828
60.94,0.828056,0.858667
60.95,0.828000,0.857464
60.96,0.827944,0.861586
60.97,0.827889,0.857370
60.98,0.827833,0.851339
60.99,0.827778,0.855884
61.00,0.827722,0.862648
61.01,0.827667,0.853414
61.02,0.827611,0.851556
61.03,0.827556,0.850287
61.04,0.827500,0.841184
61.05,0.827444,0.836138
61.06,0.827389,0.837283
61.07,0.827333,0.840044
61.08,0.827278,0.839387
61.09,0.827222,0.838749
61.10,0.827167,0.841344
61.11,0.827111,0.845705
61.12,0.827056,0.848664
61.13,0.827000,0.843016
61.14,0.826944,0.845760
61.15,0.826889,0.843943
61.16,0.826833,0.847477
61.17,0.826778,0.842385
61.18,0.826722,0.842760
61.19,0.826667,0.838562
61.20,0.826611,0.843114
61.21,0.826556,0.842731
61.22,0.826500,0.841220
61.23,0.826444,0.837172
61.24,0.826389,0.840836
61.25,0.826333,0.841362
61.26,0.826278,0.840310
61.27,0.826222,0.842404
61.28,0.826167,0.845564
61.29,0.826111,0.843113
61.30,0.826056,0.836496
61.31,0.826000,0.836959
61.32,0.825944,0.833360
61.33,0.825889,0.827706
61.34,0.825833,0.835842
61.35,0.825778,0.828231
61.36,0.825722,0.823484
